id_old,id,first,educ,educt,hrwage,lwage,age,white,female,selfemp,uncov,married,tenure,nsibs,daded,momed,educt_t,educ_t,lwage_t,age2,twoplus,aeduct,dlwage,deduc,deduct,dceduc,dceduct,cseduc,cseduct,dcsumint,dcsuminz,duncov,dmaried,dtenure,pedhs,pedcl,dcpedhs,dcpedhst,dcpedcl,dcpedclt
184,180,1,12,12,7.003563881,1.94641912,18,1,0,0,1,0,0.099999964,1,12,12,12,12,0.785618544,324,0,12,1.160800576,0,0,0,0,12,12,0,0,1,0,-3.400000095,1,0,0,0,0,0
184,180,0,12,12,2.193763494,0.785618544,18,1,0,0,0,0,3.5,1,12,12,12,12,1.94641912,324,0,12,-1.160800576,0,0,0,0,12,12,0,0,-1,0,3.400000095,1,0,0,0,0,0
185,181,1,18,18,20.59871674,3.025228739,28,1,1,1,0,1,,2,10,12,18,18,2.737546682,784,0,18,0.287682056,0,0,0,0,18,18,0,0,-1,0,,0,0,0,0,0,0
185,181,0,18,18,15.44903755,2.737546682,28,1,1,0,1,1,3,2,10,12,18,18,3.025228739,784,0,18,-0.287682056,0,0,0,0,18,18,0,0,1,0,,0,0,0,0,0,0
186,182,0,12,13,12.71209908,2.542472839,45.5,1,1,0,0,1,5.949999809,1,10,12,12,13.5,2.183802128,2070.25,1,13.25,0.358670712,-1.5,-1,-1,-1.5,12.5,12.75,-12.5,-19.125,0,0,-1.550000191,0,0,0,0,0,0
186,182,1,13.5,12,8.880969048,2.183802128,45.5,1,1,1,0,1,7.5,1,10,12,13,12,2.542472839,2070.25,1,12,-0.358670712,1.5,1,1.5,1,12.75,12.5,19.125,12.5,0,0,1.550000191,0,0,0,0,0,0
187,183,0,13,14,6.809885979,1.916650295,38.5,1,0,1,0,1,14,2,9,14,13,13,2.570854664,1482.25,1,13.5,-0.654204369,0,-1,-1,0,13.5,13,-13.5,0,0,0,-3,1,0,-1,0,0,0
187,183,1,13,13,13.0769968,2.570854664,38.5,1,0,0,0,1,17,2,10,13,14,13,1.916650295,1482.25,1,13,0.654204369,0,1,0,1,13,13.5,0,13.5,0,0,3,1,0,0,1,0,0
188,184,0,13,12,6.385601997,1.854045749,25,1,1,0,0,0,7,8,12,12,13,13,1.778696418,625,0,12.5,0.075349331,0,1,1,0,12.5,13,12.5,0,0,0,5.5,1,0,1,0,0,0
188,184,1,13,13,5.922131062,1.778696418,25,1,1,0,0,0,1.5,8,11,12,12,13,1.854045749,625,0,13,-0.075349331,0,-1,0,-1,13,12.5,0,-12.5,0,0,-5.5,1,0,0,-1,0,0
189,185,1,12,12,16.78794098,2.82066083,46,1,0,0,1,1,17,6,9,16,12,12,2.862709761,2116,0,12,-0.042048931,0,0,0,0,12,12,0,0,0,0,-6,1,0,0,0,0,0
189,185,0,12,12,17.50890923,2.862709761,46,1,0,0,1,1,23,7,12,13,12,12,2.82066083,2116,0,12,0.042048931,0,0,0,0,12,12,0,0,0,0,6,1,0,0,0,0,0
190,186,1,16,16,6.179615021,1.821255922,25,1,0,0,0,0,0.5,4,16,18,16,16,2.737546682,625,0,16,-0.91629076,0,0,0,0,16,16,0,0,0,0,-8.5,0,1,0,0,0,0
190,186,0,16,16,15.44903755,2.737546682,25,1,0,0,0,0,9,4,16,18,16,16,1.821255922,625,0,16,0.91629076,0,0,0,0,16,16,0,0,0,0,8.5,0,1,0,0,0,0
191,187,1,14,14,6.540091991,1.877951264,22,1,1,0,0,0,0.300000012,4,12,12,14,14,1.598112464,484,0,14,0.2798388,0,0,0,0,14,14,0,0,0,0,-0.699999988,1,0,0,0,0,0
191,187,0,14,14,4.943692207,1.598112464,22,1,1,0,0,0,1,4,12,12,14,14,1.877951264,484,0,14,-0.2798388,0,0,0,0,14,14,0,0,0,0,0.699999988,1,0,0,0,0,0
192,188,0,12,16,10.81432629,2.380871773,38,1,1,0,0,1,7,6,8,12,12,16,2.306763649,1444,0,16,0.074108124,-4,-4,-4,-4,14,14,-56,-56,-1,0,5,0,0,0,0,0,0
192,188,1,16,12,10.04187393,2.306763649,38,1,1,0,1,1,2,6,6,6,16,12,2.380871773,1444,0,12,-0.074108124,4,4,4,4,14,14,56,56,1,0,-5,0,0,0,0,0,0
193,189,1,14,12,14.41910172,2.668553829,38,1,1,0,0,1,17,7,14,12,14,12,2.226721048,1444,0,12,0.441832781,2,2,2,2,13,13,26,26,0,0,12,1,0,2,2,0,0
193,189,0,12,14,9.269422531,2.226721048,38,1,1,0,0,1,5,7,12,12,12,14,2.668553829,1444,0,14,-0.441832781,-2,-2,-2,-2,13,13,-26,-26,0,0,-12,1,0,-2,-2,0,0
194,190,1,12,12,12.01591873,2.486232281,38,1,1,1,0,1,6,3,9,12,13,14,2.571098566,1444,0,13,-0.084866285,-2,1,0,-1,12,13.5,0,-13.5,-1,0,3,0,0,0,0,0,0
194,190,0,14,13,13.08018494,2.571098566,38,1,1,0,1,1,3,3,9,12,12,12,2.486232281,1444,0,12.5,0.084866285,2,-1,1,0,13.5,12,13.5,0,1,0,-3,0,0,0,0,0,0
195,191,1,14,14,12.35923004,2.514403105,25,1,0,0,0,0,4.5,3,10,12,14,14,2.514403105,625,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
195,191,0,14,14,12.35923004,2.514403105,25,1,0,0,0,0,4.5,3,10,12,14,14,2.514403105,625,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
196,192,1,12,13,8.393976212,2.127514362,35,1,1,0,1,1,3.5,4,12,11,12,14,2.226721048,1225,0,13.5,-0.099206686,-2,-1,-1,-2,12.5,13,-12.5,-26,1,0,-6.5,1,0,-1,-2,0,0
196,192,0,14,12,9.269422531,2.226721048,35,1,1,0,0,1,10,7,12,12,13,12,2.127514362,1225,0,12,0.099206686,2,1,2,1,13,12.5,26,12.5,-1,0,6.5,1,0,2,1,0,0
197,193,1,13,13,6.324129581,1.844372392,30,0,0,0,0,1,10,5,16,12,14,12,1.802563787,900,0,12.5,0.041808605,1,1,0,2,13,13,0,26,0,0,9.300000191,0,1,0,0,0,2
197,193,0,12,14,6.065177441,1.802563787,30,0,0,0,0,1,0.699999988,5,12,12,13,13,1.844372392,900,0,13.5,-0.041808605,-1,-1,-2,0,13,13,-26,0,0,0,-9.300000191,0,1,0,0,-2,0
198,194,1,12,12,12.35923004,2.514403105,43,1,1,0,0,1,3,2,10,12,14,12,2.060272932,1849,0,12,0.454130173,0,2,0,2,12,13,0,26,0,0,2,0,0,0,0,0,0
198,194,0,12,14,7.848110676,2.060272932,43,1,1,0,0,1,1,3,10,12,12,12,2.514403105,1849,0,13,-0.454130173,0,-2,-2,0,13,12,-26,0,0,0,-2,0,0,0,0,0,0
199,195,0,14,12,12.16143894,2.498270273,38,1,1,0,0,1,6.5,3,18,18,16,12,0.785618544,1444,0,12,1.71265173,2,4,2,4,13,14,26,56,0,0,1.5,0,1,0,0,2,4
199,195,1,12,16,2.193763494,0.785618544,38,1,1,0,0,1,5,3,18,16,12,14,2.498270273,1444,0,15,-1.71265173,-2,-4,-4,-2,14,13,-56,-26,0,0,-1.5,0,1,0,0,-4,-2
200,196,0,12,12,14.41910172,2.668553829,53,1,0,0,0,1,10,4,8,12,12,12,1.918080091,2809,0,12,0.750473738,0,0,0,0,12,12,0,0,-1,0,6,0,0,0,0,0,0
200,196,1,12,12,6.807875633,1.918080091,53,1,0,0,1,1,4,4,8,12,12,12,2.668553829,2809,0,12,-0.750473738,0,0,0,0,12,12,0,0,1,0,-6,0,0,0,0,0,0
201,197,0,11,11,5.149679184,1.638934374,62,1,1,0,0,1,12,4,,,11,11,2.226721048,3844,0,11,-0.587786674,0,0,0,0,11,11,0,0,0,0,-30,,,,,,
201,197,1,11,11,9.269422531,2.226721048,62,1,1,0,0,1,42,4,,7,11,11,1.638934374,3844,0,11,0.587786674,0,0,0,0,11,11,0,0,0,0,30,,,,,,
202,198,1,16,16,9.255969048,2.224920988,26.5,1,1,0,0,0,1.5,1,16,16,16,16,2.083548546,702.25,1,16,0.141372442,0,0,0,0,16,16,0,0,0,0,-2,0,1,0,0,0,0
202,198,0,16,16,8.040459633,2.083548546,26.5,1,1,0,0,0,3.5,1,15,16,16,16,2.224920988,702.25,1,16,-0.141372442,0,0,0,0,16,16,0,0,0,0,2,0,1,0,0,0,0
203,199,0,12,11,11.88381004,2.47517705,40,1,1,1,0,1,8,3,,,12,11,3.248372316,1600,0,11,-0.773195267,1,1,1,1,11.5,11.5,11.5,11.5,-1,0,3,,,,,,
203,199,1,11,12,25.74839592,3.248372316,40,1,1,0,1,1,5,3,6,12,11,12,2.47517705,1600,0,12,0.773195267,-1,-1,-1,-1,11.5,11.5,-11.5,-11.5,1,0,-3,,,,,,
204,200,0,12,12,17.9517746,2.887688875,33,1,0,0,1,1,4,2,16,16,12,12,2.737546682,1089,0,12,0.150142193,0,0,0,0,12,12,0,0,1,0,-8,0,1,0,0,0,0
204,200,1,12,12,15.44903755,2.737546682,33,1,0,0,0,1,12,2,16,12,12,12,2.887688875,1089,0,12,-0.150142193,0,0,0,0,12,12,0,0,-1,0,8,0,1,0,0,0,0
205,201,0,12,12,4.577492714,1.521151423,50,1,1,0,0,1,7,1,12,12,12,12,2.0443995,2500,0,12,-0.523248076,0,0,0,0,12,12,0,0,0,0,-3,1,0,0,0,0,0
205,201,1,12,12,7.724518776,2.0443995,50,1,1,1,0,1,10,1,12,12,12,12,1.521151423,2500,0,12,0.523248076,0,0,0,0,12,12,0,0,0,0,3,1,0,0,0,0,0
206,202,1,12,12,50.11647034,3.913520813,35.5,1,1,0.5,0,1,17.5,2,12,12,12,12.5,2.628010511,1260.25,1,12.25,1.285510302,-0.5,0,0,-0.5,12,12.25,0,-6.125,0,0,15,1,0,0,-0.5,0,0
206,202,0,12.5,12,13.84619617,2.628010511,35.5,1,1,1,0,1,2.5,2,12,11,12,12,3.913520813,1260.25,1,12,-1.285510302,0.5,0,0.5,0,12.25,12,6.125,0,0,0,-15,1,0,0.5,0,0,0
207,203,1,12,12,11.07180977,2.404402256,45,1,0,0,1,0,10,3,8,12,12,12,2.380871773,2025,0,12,0.023530483,0,0,0,0,12,12,0,0,0,0,-8,0,0,0,0,0,0
207,203,0,12,12,10.81432629,2.380871773,45,1,0,0,1,0,18,3,8,12,12,12,2.404402256,2025,0,12,-0.023530483,0,0,0,0,12,12,0,0,0,0,8,0,0,0,0,0,0
208,204,1,18,18,39.61819839,3.679288626,34,1,1,0,0,0,5,6,16,12,18,18,3.025228739,1156,0,18,0.654059887,0,0,0,0,18,18,0,0,0,0,0.5,0,1,0,0,0,0
208,204,0,18,18,20.59871674,3.025228739,34,1,1,0,0,0,4.5,5,16,12,18,18,3.679288626,1156,0,18,-0.654059887,0,0,0,0,18,18,0,0,0,0,-0.5,0,1,0,0,0,0
209,205,0,16,16,16.47897339,2.802085161,32,1,0,0,1,1,10,3,,12,15,15,3.129103661,1024,0,15.5,-0.327018499,1,-1,0,0,16,15,0,0,0,1,3,1,0,0,0,0,0
209,205,1,15,15,22.85348511,3.129103661,32,0,0,0,1,0,7,1,12,12,16,16,2.802085161,1024,0,15.5,0.327018499,-1,1,0,0,15,16,0,0,0,-1,-3,1,0,0,0,0,0
210,206,0,12,12,17.50890923,2.862709761,48,1,0,0,1,1,24,3,8,12,12,12,2.459594965,2304,0,12,0.403114796,0,0,0,0,12,12,0,0,0,0,-5,0,0,0,0,0,0
210,206,1,12,12,11.70007038,2.459594965,48,1,0,0,1,1,29,3,8,12,12,12,2.862709761,2304,0,12,-0.403114796,0,0,0,0,12,12,0,0,0,0,5,0,0,0,0,0,0
211,207,1,12,12,17.50890923,2.862709761,45,0,1,0,1,1,23,11,,,12,12,2.668553829,2025,0,12,0.194155931,0,0,0,0,12,12,0,0,0,0,4,,,,,,
211,207,0,12,12,14.41910172,2.668553829,45,0,1,0,1,1,19,10,,,12,12,2.862709761,2025,0,12,-0.194155931,0,0,0,0,12,12,0,0,0,0,-4,,,,,,
212,208,1,14,14,16.38408661,2.749779463,55.5,1,0,0,0,1,12.05000019,1,12,12,14,14,3.103621483,3080.25,1,14,-0.35384202,0,0,0,0,14,14,0,0,0,0,-12.94999981,1,0,0,0,0,0
212,208,0,14,14,22.32045364,3.103621483,55.5,1,0,0,0,1,25,1,12.5,9,14,14,2.749779463,3080.25,1,14,0.35384202,0,0,0,0,14,14,0,0,0,0,12.94999981,1,0,0,0,0,0
213,209,1,13,13,6.179615021,1.821255922,25,1,1,0,0,0,0.25,3,10,12,14,14,2.332081556,625,0,13.5,-0.510825634,-1,1,0,0,13,14,0,0,0,-1,-5.75,1,0,0,0,0,0
213,209,0,14,14,10.29935837,2.332081556,25,1,0,0,0,1,6,3,12,12,13,13,1.821255922,625,0,13.5,0.510825634,1,-1,0,0,14,13,0,0,0,1,5.75,1,0,0,0,0,0
214,210,0,14,12,8.651460648,2.157728195,39,1,1,0,1,1,7,3,12,12,13,12,2.056328058,1521,0,12,0.101400137,2,1,2,1,13,12.5,26,12.5,0,0,6,1,0,2,1,0,0
214,210,1,12,13,7.817213058,2.056328058,39,1,1,0,1,1,1,3,12,12,12,14,2.157728195,1521,0,13.5,-0.101400137,-2,-1,-1,-2,12.5,13,-12.5,-26,0,0,-6,1,0,-1,-2,0,0
215,211,1,12,10,4.634711266,1.533573866,52,1,1,0,0,1,2,5,12,12,12,12,2.389240026,2704,0,11,-0.855666161,0,2,2,0,11,12,22,0,0,0,-3,0,0,0,0,0,0
215,211,0,12,12,10.90520287,2.389240026,52,1,1,0,0,1,5,5,8,10,10,12,1.533573866,2704,0,12,0.855666161,0,-2,0,-2,12,11,0,-22,0,0,3,0,0,0,0,0,0
216,212,1,16,16,12.35923004,2.514403105,59,1,1,0,0,1,13,3,8,12,16,16,2.737546682,3481,0,16,-0.223143578,0,0,0,0,16,16,0,0,0,0,4,0,0,0,0,0,0
216,212,0,16,16,15.44903755,2.737546682,59,1,1,0,0,1,9,3,8,12,16,16,2.514403105,3481,0,16,0.223143578,0,0,0,0,16,16,0,0,0,0,-4,0,0,0,0,0,0
217,213,0,17,14,21.62865257,3.074018955,36,1,1,0,0,1,0.5,1,13,12,18,14,3.025228739,1296,0,14,0.048790216,3,4,3,4,15.5,16,46.5,64,0,0,-5.5,1,0,3,4,0,0
217,213,1,14,18,20.59871674,3.025228739,36,1,1,0,0,1,6,1,13,12,14,17,3.074018955,1296,0,17.5,-0.048790216,-3,-4,-4,-3,16,15.5,-64,-46.5,0,0,5.5,1,0,-4,-3,0,0
218,214,0,15,15,4.428724289,1.488111615,25,1,1,0,0,0,1,4,16,16,15,15,1.488111615,625,0,15,0,0,0,0,0,15,15,0,0,0,0,0,0,1,0,0,0,0
218,214,1,15,15,4.428724289,1.488111615,25,1,1,0,0,0,1,4,16,16,15,15,1.488111615,625,0,15,0,0,0,0,0,15,15,0,0,0,0,0,0,1,0,0,0,0
219,215,0,14,14,9.269422531,2.226721048,29,1,0,0,0,0,6,2,14,16,14,14,2.514403105,841,0,14,-0.287682056,0,0,0,0,14,14,0,0,0,0,-2,0,1,0,0,0,0
219,215,1,14,14,12.35923004,2.514403105,29,1,0,0,0,0,8,2,14,16,14,14,2.226721048,841,0,14,0.287682056,0,0,0,0,14,14,0,0,0,0,2,0,1,0,0,0,0
220,216,1,16,15,15.20955086,2.72057128,26.5,1,0,0,1,1,4.25,3,13,17,16,14,2.616751671,702.25,1,14.5,0.103819609,2,1,1,2,15.5,15,15.5,30,1,1,1.200000286,0,1,0,0,1,2
220,216,0,14,16,13.69458294,2.616751671,26.5,1,0,0,0,0,3.049999714,3,13,16,15,16,2.72057128,702.25,1,16,-0.103819609,-2,-1,-2,-1,15,15.5,-30,-15.5,-1,-1,-1.200000286,0,1,0,0,-2,-1
221,217,0,16,12,8.119743347,2.094189644,34.5,1,0,0,0,0,8,2,10,10,16,12,2.1231215,1190.25,1,12,-0.028931856,4,4,4,4,14,14,56,56,0,0,0,0,0,0,0,0,0
221,217,1,12,16,8.380969048,2.1231215,34.5,1,0,0,0,0,8,2,10,10.5,12,16,2.094189644,1190.25,1,16,0.028931856,-4,-4,-4,-4,14,14,-56,-56,0,0,0,0,0,0,0,0,0
222,218,0,12,12,8.496970177,2.139709711,22,1,1,0,0,1,2,3,,12,12,12,1.959567547,484,0,12,0.180142164,0,0,0,0,12,12,0,0,0,1,-2.5,1,0,0,0,0,0
222,218,1,12,12,7.09625721,1.959567547,22,1,1,0,0,0,4.5,3,12,12,12,12,2.139709711,484,0,12,-0.180142164,0,0,0,0,12,12,0,0,0,-1,2.5,1,0,0,0,0,0
223,219,1,16,18,8.410968781,2.129536629,27,1,1,0,0,1,2,5,8,8,16,18,2.332081556,729,0,18,-0.202544928,-2,-2,-2,-2,17,17,-34,-34,0,1,1.75,0,0,0,0,0,0
223,219,0,18,16,10.29935837,2.332081556,27,1,1,0,0,0,0.25,5,12,8,18,16,2.129536629,729,0,16,0.202544928,2,2,2,2,17,17,34,34,0,-1,-1.75,0,0,0,0,0,0
224,220,0,18,18,22.63592911,3.119538546,36,1,0,0,1,1,7,2,11,12,18,18,3.119538546,1296,0,18,0,0,0,0,0,18,18,0,0,0,0,2,1,0,0,0,0,0
224,220,1,18,18,22.63592911,3.119538546,36,1,1,0,1,1,5,2,10,12,18,18,3.119538546,1296,0,18,0,0,0,0,0,18,18,0,0,0,0,-2,1,0,0,0,0,0
225,221,0,16,16,69.75528717,4.156537533,24,1,0,0.5,0,0,7.150000095,2,11,11,16,16,3.540173531,576,1,16,0.616364002,0,0,0,0,16,16,0,0,0,-0.5,1.650000095,0,0,0,0,0,0
225,221,1,16,16,52.75733185,3.540173531,24,1,0,0.5,0,0.5,5.5,2,11,11,16,16,4.156537533,576,1,16,-0.616364002,0,0,0,0,16,16,0,0,0,0.5,-1.650000095,0,0,0,0,0,0
226,222,1,12,12,2.173164129,0.776184201,21,1,1,0,0,0,1.5,3,12,12,12,12,0.785618544,441,0,12,-0.009434342,0,0,0,0,12,12,0,0,0,0,1.200000048,1,0,0,0,0,0
226,222,0,12,12,2.193763494,0.785618544,21,1,1,0,0,0,0.300000012,3,12,12,12,12,0.776184201,441,0,12,0.009434342,0,0,0,0,12,12,0,0,0,0,-1.200000048,1,0,0,0,0,0
227,223,0,12,12,11.40839005,2.43434906,32,1,1,0,0,1,8,2,12,10,12,12,2.711558342,1024,0,12,-0.277209282,0,0,0,0,12,12,0,0,0,0,-2,1,0,0,0,0,0
227,223,1,12,12,15.05271339,2.711558342,32,1,1,0,0,1,10,2,12,,12,12,2.43434906,1024,0,12,0.277209282,0,0,0,0,12,12,0,0,0,0,2,1,0,0,0,0,0
228,224,1,13,12,5.664647102,1.734244585,19,1,0,0,0,0,0.199999988,1,13,14,13,12,1.638934374,361,0,12,0.095310211,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-0.100000024,0,1,0,0,1,1
228,224,0,12,13,5.149679184,1.638934374,19,1,0,0,0,0,0.300000012,1,12,14,12,13,1.734244585,361,0,13,-0.095310211,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,0.100000024,0,1,0,0,-1,-1
229,225,0,12,12,9.547505379,2.256279945,53,1,1,0,0,1,21,9,18,11,11,14,2.344010115,2809,0,13,-0.087730169,-2,-1,0,-3,12,12.5,0,-37.5,0,0,12,0,1,0,0,0,-3
229,225,1,14,11,10.42295074,2.344010115,53,1,1,0,0,1,9,9,16,,12,12,2.256279945,2809,0,11.5,0.087730169,2,1,3,0,12.5,12,37.5,0,0,0,-12,0,1,0,0,3,0
230,226,1,12,12,16.42089462,2.79848814,41.5,1,0,0,1,1,23.5,5,10.5,12,12,12.5,2.737081528,1722.25,1,12.25,0.061406612,-0.5,0,0,-0.5,12,12.25,0,-6.125,0,0,1,1,0,0,-0.5,0,0
230,226,0,12.5,12,15.4744873,2.737081528,41.5,1,0,0,1,1,22.5,5,11.5,12,12,12,2.79848814,1722.25,1,12,-0.061406612,0.5,0,0.5,0,12.25,12,6.125,0,0,0,-1,1,0,0.5,0,0,0
231,227,1,18,16,12.87419796,2.555225134,39,1,1,0,1,1,8,3,8,12,18,18,2.891697407,1521,0,17,-0.336472273,0,2,2,0,17,18,34,0,0,0,-5,0,0,0,0,0,0
231,227,0,18,18,18.02387619,2.891697407,39,1,1,0,1,1,13,3,10,12,16,18,2.555225134,1521,0,18,0.336472273,0,-2,0,-2,18,17,0,-34,0,0,5,0,0,0,0,0,0
232,228,0,12,13.5,5.284967422,1.663410664,38.5,1,1,0,0,1,1.549999952,2,11,12,12,13.5,2.685436726,1482.25,1,13.5,-1.022026062,-1.5,-1.5,-1.5,-1.5,12.75,12.75,-19.125,-19.125,0,0,-18.79999924,1,0,-1.5,-1.5,0,0
232,228,1,13.5,12,14.66553783,2.685436726,38.5,1,1,0,0,1,20.34999847,2,12,12,13.5,12,1.663410664,1482.25,1,12,1.022026062,1.5,1.5,1.5,1.5,12.75,12.75,19.125,19.125,0,0,18.79999924,1,0,1.5,1.5,0,0
233,229,0,18,16,19.80643845,2.986006975,49,1,0,0,0,1,9,3,14,12,18,16,3.62306571,2401,0,16,-0.637058735,2,2,2,2,17,17,34,34,0,0,-10,1,0,2,2,0,0
233,229,1,16,18,37.45221329,3.62306571,49,1,0,1,0,1,19,3,13,12,16,18,2.986006975,2401,0,18,0.637058735,-2,-2,-2,-2,17,17,-34,-34,0,0,10,1,0,-2,-2,0,0
234,230,0,14.5,16,15.47451878,2.739193439,44.5,0,1,0,0,0,23.5,7,12,12,14,16,2.291686535,1980.25,1,16,0.447506905,-1.5,-2,-1.5,-2,15.25,15,-22.875,-30,-0.5,-1,10,1,0,-1.5,-2,0,0
234,230,1,16,14,10.05724335,2.291686535,44.5,0,1,0,0.5,1,13.5,7,12,12,16,14.5,2.739193439,1980.25,1,14.25,-0.447506905,1.5,2,2,1.5,15,15.25,30,22.875,0.5,1,-10,1,0,2,1.5,0,0
235,231,1,12,12,17.68936539,2.872963667,66,0,0,0,1,1,22,6,8,8,12,12,2.70306468,4356,0,12,0.169898987,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
235,231,0,12,12,14.92540264,2.70306468,66,0,0,0,1,1,22,6,12,3,12,12,2.872963667,4356,0,12,-0.169898987,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
236,232,0,16,16,20.07028961,2.999240637,47,1,1,0,1,1,3,4,16,16,16,16,3.39146781,2209,0,16,-0.392227173,0,0,0,0,16,16,0,0,1,0,-22,0,1,0,0,0,0
236,232,1,16,16,29.70952606,3.39146781,47,1,1,0,0,1,25,4,16,16,16,16,2.999240637,2209,0,16,0.392227173,0,0,0,0,16,16,0,0,-1,0,22,0,1,0,0,0,0
237,233,1,14,13,11.65851212,2.456036568,50,1,1,0,0,1,1,3,12,12,12,12,2.332081556,2500,0,12.5,0.123955011,2,-1,1,0,13.5,12,13.5,0,0,0,-6,0,0,0,0,0,0
237,233,0,12,12,10.29935837,2.332081556,50,1,1,0,0,1,7,3,6,12,13,14,2.456036568,2500,0,13,-0.123955011,-2,1,0,-1,12,13.5,0,-13.5,0,0,6,0,0,0,0,0,0
238,234,1,14.5,14.5,3.67859745,1.30234313,20.5,1,1,0,0,0,2.099999905,1,18,18,15,14.5,1.39908576,420.25,1,14.5,-0.09674263,0,0.5,0,0.5,14.5,14.75,0,7.375,0,0,0,0,1,0,0,0,0.5
238,234,0,14.5,15,4.063613892,1.39908576,20.5,1,1,0,0,0,2.099999905,1,18,17,14.5,14.5,1.30234313,420.25,1,14.75,0.09674263,0,-0.5,-0.5,0,14.75,14.5,-7.375,0,0,0,0,0,1,0,0,-0.5,0
239,235,0,12,12,6.086065292,1.805639029,43.5,1,1,0,0,1,4.5,3,12,12,12,12,2.03662467,1892.25,1,12,-0.230985641,0,0,0,0,12,12,0,0,0,0,-5,1,0,0,0,0,0
239,235,1,12,12,7.671721458,2.03662467,43.5,1,1,0,0,1,9.5,3,12,12,12,12,1.805639029,1892.25,1,12,0.230985641,0,0,0,0,12,12,0,0,0,0,5,1,0,0,0,0,0
240,236,0,16,16,10.1139698,2.313917637,44,1,1,0,1,1,0.5,2,10,10,16,17,2.555225134,1936,0,16.5,-0.241307497,-1,0,0,-1,16,16.5,0,-16.5,1,0,-9.5,0,0,0,0,0,0
240,236,1,17,16,12.87419796,2.555225134,44,1,1,0,0,1,10,2,8,6,16,16,2.313917637,1936,0,16,0.241307497,1,0,1,0,16.5,16,16.5,0,-1,0,9.5,0,0,0,0,0,0
241,237,0,12,13,7.477334499,2.011876345,43,1,1,0,0,1,14,2,12,12,12,13,2.108937979,1849,0,13,-0.097061634,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,8,1,0,-1,-1,0,0
241,237,1,13,12,8.239486694,2.108937979,43,1,1,0,0,1,6,2,12,12,13,12,2.011876345,1849,0,12,0.097061634,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-8,1,0,1,1,0,0
242,238,0,14,14,20.59871674,3.025228739,52,1,1,0,0,1,9,1,12,12,14,14,2.514403105,2704,0,14,0.510825634,0,0,0,0,14,14,0,0,0,0,6,1,0,0,0,0,0
242,238,1,14,14,12.35923004,2.514403105,52,1,1,0,0,1,3,1,13,12,14,14,3.025228739,2704,0,14,-0.510825634,0,0,0,0,14,14,0,0,0,0,-6,1,0,0,0,0,0
243,239,1,13,12,12.25623608,2.506034851,61,1,1,0,0,1,10,4,7,7,12,12,2.737546682,3721,0,12,-0.231511831,1,0,1,0,12.5,12,12.5,0,-1,0,8,0,0,0,0,0,0
243,239,0,12,12,15.44903755,2.737546682,67,1,1,0,1,1,2,4,5,5,12,13,2.506034851,4489,0,12.5,0.231511831,-1,0,0,-1,12,12.5,0,-12.5,1,0,-8,0,0,0,0,0,0
244,240,1,14,12,10.12312031,2.314821959,38,1,1,0,0,1,12,4,10,8,14,12,2.187055826,1444,0,12,0.127766132,2,2,2,2,13,13,26,26,0,0,9,0,0,0,0,0,0
244,240,0,12,14,8.90894413,2.187055826,38,1,1,0,0,1,3,4,8,8,12,14,2.314821959,1444,0,14,-0.127766132,-2,-2,-2,-2,13,13,-26,-26,0,0,-9,0,0,0,0,0,0
245,241,1,12,12,7.291945457,1.986770391,36,1,1,0,1,1,2,4,8,10,9,12,1.983941555,1296,0,12,0.002828836,0,-3,0,-3,12,10.5,0,-31.5,0,0,0,0,0,0,0,0,0
245,241,0,12,9,7.271346569,1.983941555,36,0,1,0,1,1,2,4,9,8,12,12,1.986770391,1296,0,10.5,-0.002828836,0,3,3,0,10.5,12,31.5,0,0,0,0,0,0,0,0,0,0
247,242,0,12,12,16.76735497,2.819433928,58,1,0,0,1,1,27,2,12,12,12,12,2.563193321,3364,0,12,0.256240606,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
247,242,1,12,12,12.97719193,2.563193321,58,1,0,0,1,1,27,2,12,12,12,12,2.819433928,3364,0,12,-0.256240606,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
248,243,1,18,18,9.269422531,2.226721048,30,0,1,0,0,0,0.25,2,12,12,18,17,2.737546682,900,0,17.5,-0.510825634,1,0,0,1,18,17.5,0,17.5,0,0,-7.25,1,0,0,1,0,0
248,243,0,17,18,15.44903755,2.737546682,30,0,1,0,0,0,7.5,2,12,12,18,18,2.226721048,900,0,18,0.510825634,-1,0,-1,0,17.5,18,-17.5,0,0,0,7.25,1,0,-1,0,0,0
249,244,0,12,12,5.664647102,1.734244585,50,1,1,0,0,1,1,6,4,12,12,12,2.31187892,2500,0,12,-0.577634335,0,0,0,0,12,12,0,0,0,0,-6,0,0,0,0,0,0
