"first","educ","educt","hrwage","lwage","age","white","female","selfemp","uncov","married","tenure","nsibs","daded","momed","educt_t","educ_t","lwage_t","age2","twoplus","aeduct","dlwage","deduc","deduct","dceduc","dceduct","cseduc","cseduct","dcsumint","dcsuminz","duncov","dmaried","dtenure","pedhs","pedcl","dcpedhs","dcpedhst","dcpedcl","dcpedclt"
1,12,12,17.632495880126953,2.869743585586548,50,1,0,0,1,1,27,2,12,12,12,12,2.7036452293395996,2500,0,12,0.16609835624694824,0,0,0,0,12,12,0,0,0,0,20,1,0,0,0,0,0
1,15.5,18,8.899679183959961,2.173492431640625,50.5,1,1,0.5,0,1,5,3,13.5,12,16,17.5,3.361837387084961,2550.25,1,17.75,-1.188344955444336,-2,-2,-2.5,-1.5,16.75,16.75,-41.875,-25.125,-1,0,-9.5,1,0,-2.5,-1.5,0,0
,17.5,16,28.910537719726562,3.361837387084961,50.5,1,1,0,1,1,14.5,3,12,12,18,15.5,2.173492431640625,2550.25,1,15.75,1.188344955444336,2,2,1.5,2.5,16.75,16.75,25.125,41.875,1,0,9.5,1,0,1.5,2.5,0,0
,14,14,4.377227306365967,1.4764155149459839,20,1,1,0,0,0,2,3,12,12,14,14,1.585533618927002,400,0,14,-0.10911810398101807,0,0,0,0,14,14,0,0,0,0,1.7999999523162842,1,0,0,0,0,0
1,14,14,4.881895542144775,1.585533618927002,20,1,1,0,0,0,0.19999998807907104,3,12,12,14,14,1.4764155149459839,400,0,14,0.10911810398101807,0,0,0,0,14,14,0,0,0,0,-1.7999999523162842,1,0,0,0,0,0
,12,12,4.480220317840576,1.4996721744537354,31,1,1,0,0,1,0.09999996423721313,6,16,16,12,12,1.4996721744537354,961,0,12,0,0,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0
1,12,12,4.480220317840576,1.4996721744537354,31,1,1,0,0,1,0.09999996423721313,6,16,14,12,12,1.4996721744537354,961,0,12,0,0,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0
1,17,16,85.82798767089844,4.452345371246338,48,1,0,0,0,1,28,3,14,12,17,16,3.7317988872528076,2304,0,16,0.7205464839935303,1,1,1,1,16.5,16.5,16.5,16.5,0,0,-4,1,0,1,1,0,0
,16,17,41.754154205322266,3.7317988872528076,48,1,0,1,0,1,32,3,12,12,16,17,4.452345371246338,2304,0,17,-0.7205464839935303,-1,-1,-1,-1,16.5,16.5,-16.5,-16.5,0,0,4,1,0,-1,-1,0,0
1,14,14.75,6.339807510375977,1.8465290069580078,23.5,1,1,0,0,0,8,3,12,8.5,15,14.5,1.8669400215148926,552.25,1,14.625,-0.020411014556884766,-0.5,0.25,-0.75,0.5,14.375,14.75,-10.78125,7.375,0,0,4.199999809265137,0,0,0,0,0,0
,14.5,15,6.468549728393555,1.8669400215148926,23.5,0.5,1,0.5,0,0,3.799999952316284,3,14,3.5,14.75,14,1.8465290069580078,552.25,1,14.5,0.020411014556884766,0.5,-0.25,-0.5,0.75,14.75,14.375,-7.375,10.78125,0,0,-4.199999809265137,0,0,0,0,0,0
,12,12,8.112258911132812,2.0922327041625977,50.5,0,1,0,0.5,1,4.5,4.5,6,12,12,12,3.3617196083068848,2550.25,1,12,-1.269486904144287,0,0,0,0,12,12,0,0,0,0,1.875,0,0,0,0,0,0
1,12,12,51.877227783203125,3.3617196083068848,50.5,0,1,0.5,0.5,1,2.625,4.5,6,12,12,12,2.0922327041625977,2550.25,1,12,1.269486904144287,0,0,0,0,12,12,0,0,0,0,-1.875,0,0,0,0,0,0
1,16,16,19.225467681884766,2.956235885620117,39,0,1,0,0,0,10.5,3,12,8,16,16,3.02522873878479,1521,0,16,-0.06899285316467285,0,0,0,0,16,16,0,0,-1,0,-1.5,0,0,0,0,0,0
,16,16,20.598716735839844,3.02522873878479,39,0,1,0,1,0,12,3,12,8,16,16,2.956235885620117,1521,0,16,0.06899285316467285,0,0,0,0,16,16,0,0,1,0,1.5,0,0,0,0,0,0
,12,12,12.588104248046875,2.532752275466919,33,0,0,1,0,1,17,3,11,12,12,12,2.737546682357788,1089,0,12,-0.20479440689086914,0,0,0,0,12,12,0,0,0,0,3,1,0,0,0,0,0
1,12,12,15.449037551879883,2.737546682357788,33,0,0,1,0,1,14,3,11,14,12,12,2.532752275466919,1089,0,12,0.20479440689086914,0,0,0,0,12,12,0,0,0,0,-3,1,0,0,0,0,0
1,12,12,2.0598716735839844,0.7226436734199524,44,1,1,0,0,1,3,6,8,12,12,12,2.245433807373047,1936,0,12,-1.5227901935577393,0,0,0,0,12,12,0,0,0,0,2,0,0,0,0,0,0
,12,12,9.444511413574219,2.245433807373047,44,1,1,0,0,1,1,8,8,12,12,12,0.7226436734199524,1936,0,12,1.5227901935577393,0,0,0,0,12,12,0,0,0,0,-2,0,0,0,0,0,0
,14,14,5.883820056915283,1.7720112800598145,23,1,1,0,0,0,5.5,6,12,12,14,15,1.7853728532791138,529,1,14.5,-0.013361573219299316,-1,0,0,-1,14,14.5,0,-14.5,0,0,0.20000028610229492,1,0,0,-1,0,0
1,15,14,5.961813926696777,1.7853728532791138,23,1,1,0,0,0,5.299999713897705,6,12,12,14,14,1.7720112800598145,529,1,14,0.013361573219299316,1,0,1,0,14.5,14,14.5,0,0,0,-0.20000028610229492,1,0,1,0,0,0
,16,16,9.969779014587402,2.299558401107788,27,1,1,0,0,0,1.75,6,12,8,16,16,1.837785243988037,729,0,16,0.461773157119751,0,0,0,0,16,16,0,0,0,0,-7.25,0,0,0,0,0,0
1,16,16,6.2826080322265625,1.837785243988037,27,1,1,0,0,0,9,6,12,9,16,16,2.299558401107788,729,0,16,-0.461773157119751,0,0,0,0,16,16,0,0,0,0,7.25,0,0,0,0,0,0
1,13.5,13.5,5.317355632781982,1.66266667842865,19.5,1,1,0,0,0,0.2750000059604645,2,12,12,14,13,1.66266667842865,380.25,1,13.25,0,0.5,0.5,0,1,13.5,13.5,0,13.5,0,0,0.025000005960464478,1,0,0,1,0,0
,13,14,5.317355632781982,1.66266667842865,19.5,1,1,0,0,0,0.25,2,12,12,13.5,13.5,1.66266667842865,380.25,1,13.75,0,-0.5,-0.5,-1,0,13.5,13.5,-13.5,0,0,0,-0.025000005960464478,1,0,-1,0,0,0
1,13.5,13,6.875,1.9278916120529175,43.5,0,1,0.5,0,1,1.3249998092651367,11,,7,14,12.5,2.40118408203125,1892.25,1,12.75,-0.4732924699783325,1,1,0.5,1.5,13.25,13.25,6.625,19.875,0,0,-17.174999237060547,0,0,0,0,0,0
,12.5,14,11.039048194885254,2.40118408203125,43.5,0.5,1,0,0,1,18.5,10.5,10,,13,13.5,1.9278916120529175,1892.25,1,13.75,0.4732924699783325,-1,-1,-1.5,-0.5,13.25,13.25,-19.875,-6.625,0,0,17.174999237060547,0,0,0,0,0,0
,17,16,2.67783260345459,0.9850077629089355,21,1,1,0,0,0,1,2,14,12,14,13,1.8620779514312744,441,0,14.5,-0.8770701885223389,4,-2,1,1,16.5,13.5,16.5,13.5,0,0,0.9000000357627869,0,1,0,0,1,1
1,13,14,6.437098979949951,1.8620779514312744,21,1,1,0,0,0,0.09999996423721313,2,14,12,16,17,0.9850077629089355,441,0,15.5,0.8770701885223389,-4,2,-1,-1,13.5,16.5,-13.5,-16.5,0,0,-0.9000000357627869,0,1,0,0,-1,-1
1,16,16,7.209550857543945,1.9754066467285156,66,1,1,0,0,1,40,6,16,12,18,18,2.198550224304199,4356,0,17,-0.2231435775756836,-2,2,0,0,16,18,0,0,0,0,15,0,1,0,0,0,0
,18,18,9.011938095092773,2.198550224304199,66,1,1,1,0,1,25,3,16,10,16,16,1.9754066467285156,4356,0,17,0.2231435775756836,2,-2,0,0,18,16,0,0,0,0,-15,0,1,0,0,0,0
,16,16,25.748395919799805,3.2483723163604736,34,1,0,0,0,0,11,1,18,18,16,16,2.919868230819702,1156,0,16,0.3285040855407715,0,0,0,0,16,16,0,0,0,0,4,0,1,0,0,0,0
1,16,16,18.53884506225586,2.919868230819702,34,1,0,0,0,0,7,1,18,18,16,16,3.2483723163604736,1156,0,16,-0.3285040855407715,0,0,0,0,16,16,0,0,0,0,-4,0,1,0,0,0,0
,12,11,9.053135871887207,2.203111171722412,57,1,1,0,0,1,11,5,10,,12,10,1.7251120805740356,3249,0,10.5,0.47799909114837646,2,1,1,2,11.5,11,11.5,22,0,0,9.700000762939453,,,,,,
1,10,12,5.613150119781494,1.7251120805740356,57,1,1,0,0,1,1.2999992370605469,4,,,11,12,2.203111171722412,3249,0,12,-0.47799909114837646,-2,-1,-2,-1,11,11.5,-22,-11.5,0,0,-9.700000762939453,,,,,,
1,12,12,5.407163143157959,1.6877245903015137,51,1,1,0,0,1,0.5,3,12,12,13,13,1.7544807195663452,2601,0,12.5,-0.06675612926483154,-1,1,0,0,12,13,0,0,0,0,-14,1,0,0,0,0,0
,13,13,5.780445098876953,1.7544807195663452,51,1,1,0,0,1,14.5,4,10,12,12,12,1.6877245903015137,2601,0,12.5,0.06675612926483154,1,-1,0,0,13,12,0,0,0,0,14,1,0,0,0,0,0
,16,16,24.031837463378906,3.179379463195801,45,0,1,0,1,1,8,3,13,14,16,16,2.891697406768799,2025,0,16,0.28768205642700195,0,0,0,0,16,16,0,0,0,0,6,0,1,0,0,0,0
1,16,16,18.023876190185547,2.891697406768799,45,0,1,0,1,1,2,2,12,14,16,16,3.179379463195801,2025,0,16,-0.28768205642700195,0,0,0,0,16,16,0,0,0,0,-6,0,1,0,0,0,0
1,13,13,5.149679183959961,1.6389343738555908,52,1,1,0,0,1,2.5,2,16,12,13,13,1.7611520290374756,2704,0,13,-0.12221765518188477,0,0,0,0,13,13,0,0,0,0,2.25,0,1,0,0,0,0
,13,13,5.819137096405029,1.7611520290374756,52,1,1,0,0,1,0.25,2,16,12,13,13,1.6389343738555908,2704,0,13,0.12221765518188477,0,0,0,0,13,13,0,0,0,0,-2.25,0,1,0,0,0,0
,12,13,9,2.1972246170043945,39.5,1,1,0,1,1,10,2,12,12,12,13,2.663907051086426,1560.25,1,13,-0.46668243408203125,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,1,0,-6,1,0,-1,-1,0,0
1,13,12,15.149679183959961,2.663907051086426,39.5,1,1,0,0,1,16,2,12,12,13,12,2.1972246170043945,1560.25,1,12,0.46668243408203125,1,1,1,1,12.5,12.5,12.5,12.5,-1,0,6,1,0,1,1,0,0
1,18,18,24.75794219970703,3.20914626121521,57,1,0,0,0,1,4,1,12,8,16,18,3.5360543727874756,3249,0,18,-0.3269081115722656,0,-2,0,-2,18,17,0,-34,0,0,-13,0,0,0,0,0,0
,18,16,34.33119201660156,3.5360543727874756,57,1,0,0,0,1,17,1,12,10,18,18,3.20914626121521,3249,0,17,0.3269081115722656,0,2,2,0,17,18,34,0,0,0,13,0,0,0,0,0,0
1,12,12,7.00356388092041,1.9464191198349,18,1,0,0,1,0,0.09999996423721313,1,12,12,12,12,0.7856185436248779,324,0,12,1.160800576210022,0,0,0,0,12,12,0,0,1,0,-3.4000000953674316,1,0,0,0,0,0
,12,12,2.193763494491577,0.7856185436248779,18,1,0,0,0,0,3.5,1,12,12,12,12,1.9464191198349,324,0,12,-1.160800576210022,0,0,0,0,12,12,0,0,-1,0,3.4000000953674316,1,0,0,0,0,0
1,18,18,20.598716735839844,3.02522873878479,28,1,1,1,0,1,,2,10,12,18,18,2.737546682357788,784,0,18,0.28768205642700195,0,0,0,0,18,18,0,0,-1,0,,0,0,0,0,0,0
,18,18,15.449037551879883,2.737546682357788,28,1,1,0,1,1,3,2,10,12,18,18,3.02522873878479,784,0,18,-0.28768205642700195,0,0,0,0,18,18,0,0,1,0,,0,0,0,0,0,0
,12,13,12.712099075317383,2.5424728393554688,45.5,1,1,0,0,1,5.949999809265137,1,10,12,12,13.5,2.1838021278381348,2070.25,1,13.25,0.358670711517334,-1.5,-1,-1,-1.5,12.5,12.75,-12.5,-19.125,0,0,-1.5500001907348633,0,0,0,0,0,0
1,13.5,12,8.880969047546387,2.1838021278381348,45.5,1,1,1,0,1,7.5,1,10,12,13,12,2.5424728393554688,2070.25,1,12,-0.358670711517334,1.5,1,1.5,1,12.75,12.5,19.125,12.5,0,0,1.5500001907348633,0,0,0,0,0,0
,13,14,6.8098859786987305,1.9166502952575684,38.5,1,0,1,0,1,14,2,9,14,13,13,2.570854663848877,1482.25,1,13.5,-0.6542043685913086,0,-1,-1,0,13.5,13,-13.5,0,0,0,-3,1,0,-1,0,0,0
1,13,13,13.076996803283691,2.570854663848877,38.5,1,0,0,0,1,17,2,10,13,14,13,1.9166502952575684,1482.25,1,13,0.6542043685913086,0,1,0,1,13,13.5,0,13.5,0,0,3,1,0,0,1,0,0
,13,12,6.385601997375488,1.8540457487106323,25,1,1,0,0,0,7,8,12,12,13,13,1.7786964178085327,625,0,12.5,0.07534933090209961,0,1,1,0,12.5,13,12.5,0,0,0,5.5,1,0,1,0,0,0
1,13,13,5.922131061553955,1.7786964178085327,25,1,1,0,0,0,1.5,8,11,12,12,13,1.8540457487106323,625,0,13,-0.07534933090209961,0,-1,0,-1,13,12.5,0,-12.5,0,0,-5.5,1,0,0,-1,0,0
1,12,12,16.787940979003906,2.8206608295440674,46,1,0,0,1,1,17,6,9,16,12,12,2.8627097606658936,2116,0,12,-0.04204893112182617,0,0,0,0,12,12,0,0,0,0,-6,1,0,0,0,0,0
,12,12,17.508909225463867,2.8627097606658936,46,1,0,0,1,1,23,7,12,13,12,12,2.8206608295440674,2116,0,12,0.04204893112182617,0,0,0,0,12,12,0,0,0,0,6,1,0,0,0,0,0
1,16,16,6.179615020751953,1.8212559223175049,25,1,0,0,0,0,0.5,4,16,18,16,16,2.737546682357788,625,0,16,-0.9162907600402832,0,0,0,0,16,16,0,0,0,0,-8.5,0,1,0,0,0,0
,16,16,15.449037551879883,2.737546682357788,25,1,0,0,0,0,9,4,16,18,16,16,1.8212559223175049,625,0,16,0.9162907600402832,0,0,0,0,16,16,0,0,0,0,8.5,0,1,0,0,0,0
1,14,14,6.5400919914245605,1.8779512643814087,22,1,1,0,0,0,0.30000001192092896,4,12,12,14,14,1.5981124639511108,484,0,14,0.27983880043029785,0,0,0,0,14,14,0,0,0,0,-0.699999988079071,1,0,0,0,0,0
,14,14,4.943692207336426,1.5981124639511108,22,1,1,0,0,0,1,4,12,12,14,14,1.8779512643814087,484,0,14,-0.27983880043029785,0,0,0,0,14,14,0,0,0,0,0.699999988079071,1,0,0,0,0,0
,12,16,10.814326286315918,2.3808717727661133,38,1,1,0,0,1,7,6,8,12,12,16,2.3067636489868164,1444,0,16,0.07410812377929688,-4,-4,-4,-4,14,14,-56,-56,-1,0,5,0,0,0,0,0,0
1,16,12,10.041873931884766,2.3067636489868164,38,1,1,0,1,1,2,6,6,6,16,12,2.3808717727661133,1444,0,12,-0.07410812377929688,4,4,4,4,14,14,56,56,1,0,-5,0,0,0,0,0,0
1,14,12,14.41910171508789,2.6685538291931152,38,1,1,0,0,1,17,7,14,12,14,12,2.2267210483551025,1444,0,12,0.4418327808380127,2,2,2,2,13,13,26,26,0,0,12,1,0,2,2,0,0
,12,14,9.26942253112793,2.2267210483551025,38,1,1,0,0,1,5,7,12,12,12,14,2.6685538291931152,1444,0,14,-0.4418327808380127,-2,-2,-2,-2,13,13,-26,-26,0,0,-12,1,0,-2,-2,0,0
1,12,12,12.015918731689453,2.486232280731201,38,1,1,1,0,1,6,3,9,12,13,14,2.571098566055298,1444,0,13,-0.08486628532409668,-2,1,0,-1,12,13.5,0,-13.5,-1,0,3,0,0,0,0,0,0
,14,13,13.080184936523438,2.571098566055298,38,1,1,0,1,1,3,3,9,12,12,12,2.486232280731201,1444,0,12.5,0.08486628532409668,2,-1,1,0,13.5,12,13.5,0,1,0,-3,0,0,0,0,0,0
1,14,14,12.359230041503906,2.5144031047821045,25,1,0,0,0,0,4.5,3,10,12,14,14,2.5144031047821045,625,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
,14,14,12.359230041503906,2.5144031047821045,25,1,0,0,0,0,4.5,3,10,12,14,14,2.5144031047821045,625,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
1,12,13,8.393976211547852,2.127514362335205,35,1,1,0,1,1,3.5,4,12,11,12,14,2.2267210483551025,1225,0,13.5,-0.09920668601989746,-2,-1,-1,-2,12.5,13,-12.5,-26,1,0,-6.5,1,0,-1,-2,0,0
,14,12,9.26942253112793,2.2267210483551025,35,1,1,0,0,1,10,7,12,12,13,12,2.127514362335205,1225,0,12,0.09920668601989746,2,1,2,1,13,12.5,26,12.5,-1,0,6.5,1,0,2,1,0,0
1,13,13,6.324129581451416,1.8443723917007446,30,0,0,0,0,1,10,5,16,12,14,12,1.8025637865066528,900,0,12.5,0.0418086051940918,1,1,0,2,13,13,0,26,0,0,9.300000190734863,0,1,0,0,0,2
,12,14,6.0651774406433105,1.8025637865066528,30,0,0,0,0,1,0.699999988079071,5,12,12,13,13,1.8443723917007446,900,0,13.5,-0.0418086051940918,-1,-1,-2,0,13,13,-26,0,0,0,-9.300000190734863,0,1,0,0,-2,0
1,12,12,12.359230041503906,2.5144031047821045,43,1,1,0,0,1,3,2,10,12,14,12,2.0602729320526123,1849,0,12,0.4541301727294922,0,2,0,2,12,13,0,26,0,0,2,0,0,0,0,0,0
,12,14,7.848110675811768,2.0602729320526123,43,1,1,0,0,1,1,3,10,12,12,12,2.5144031047821045,1849,0,13,-0.4541301727294922,0,-2,-2,0,13,12,-26,0,0,0,-2,0,0,0,0,0,0
,14,12,12.161438941955566,2.498270273208618,38,1,1,0,0,1,6.5,3,18,18,16,12,0.7856185436248779,1444,0,12,1.7126517295837402,2,4,2,4,13,14,26,56,0,0,1.5,0,1,0,0,2,4
1,12,16,2.193763494491577,0.7856185436248779,38,1,1,0,0,1,5,3,18,16,12,14,2.498270273208618,1444,0,15,-1.7126517295837402,-2,-4,-4,-2,14,13,-56,-26,0,0,-1.5,0,1,0,0,-4,-2
,12,12,14.41910171508789,2.6685538291931152,53,1,0,0,0,1,10,4,8,12,12,12,1.9180800914764404,2809,0,12,0.7504737377166748,0,0,0,0,12,12,0,0,-1,0,6,0,0,0,0,0,0
1,12,12,6.807875633239746,1.9180800914764404,53,1,0,0,1,1,4,4,8,12,12,12,2.6685538291931152,2809,0,12,-0.7504737377166748,0,0,0,0,12,12,0,0,1,0,-6,0,0,0,0,0,0
,11,11,5.149679183959961,1.6389343738555908,62,1,1,0,0,1,12,4,,,11,11,2.2267210483551025,3844,0,11,-0.5877866744995117,0,0,0,0,11,11,0,0,0,0,-30,,,,,,
1,11,11,9.26942253112793,2.2267210483551025,62,1,1,0,0,1,42,4,,7,11,11,1.6389343738555908,3844,0,11,0.5877866744995117,0,0,0,0,11,11,0,0,0,0,30,,,,,,
1,16,16,9.255969047546387,2.2249209880828857,26.5,1,1,0,0,0,1.5,1,16,16,16,16,2.0835485458374023,702.25,1,16,0.1413724422454834,0,0,0,0,16,16,0,0,0,0,-2,0,1,0,0,0,0
,16,16,8.040459632873535,2.0835485458374023,26.5,1,1,0,0,0,3.5,1,15,16,16,16,2.2249209880828857,702.25,1,16,-0.1413724422454834,0,0,0,0,16,16,0,0,0,0,2,0,1,0,0,0,0
,12,11,11.883810043334961,2.475177049636841,40,1,1,1,0,1,8,3,,,12,11,3.2483723163604736,1600,0,11,-0.7731952667236328,1,1,1,1,11.5,11.5,11.5,11.5,-1,0,3,,,,,,
1,11,12,25.748395919799805,3.2483723163604736,40,1,1,0,1,1,5,3,6,12,11,12,2.475177049636841,1600,0,12,0.7731952667236328,-1,-1,-1,-1,11.5,11.5,-11.5,-11.5,1,0,-3,,,,,,
,12,12,17.95177459716797,2.8876888751983643,33,1,0,0,1,1,4,2,16,16,12,12,2.737546682357788,1089,0,12,0.15014219284057617,0,0,0,0,12,12,0,0,1,0,-8,0,1,0,0,0,0
1,12,12,15.449037551879883,2.737546682357788,33,1,0,0,0,1,12,2,16,12,12,12,2.8876888751983643,1089,0,12,-0.15014219284057617,0,0,0,0,12,12,0,0,-1,0,8,0,1,0,0,0,0
,12,12,4.577492713928223,1.5211514234542847,50,1,1,0,0,1,7,1,12,12,12,12,2.0443994998931885,2500,0,12,-0.5232480764389038,0,0,0,0,12,12,0,0,0,0,-3,1,0,0,0,0,0
1,12,12,7.724518775939941,2.0443994998931885,50,1,1,1,0,1,10,1,12,12,12,12,1.5211514234542847,2500,0,12,0.5232480764389038,0,0,0,0,12,12,0,0,0,0,3,1,0,0,0,0,0
1,12,12,50.11647033691406,3.9135208129882812,35.5,1,1,0.5,0,1,17.5,2,12,12,12,12.5,2.6280105113983154,1260.25,1,12.25,1.2855103015899658,-0.5,0,0,-0.5,12,12.25,0,-6.125,0,0,15,1,0,0,-0.5,0,0
,12.5,12,13.846196174621582,2.6280105113983154,35.5,1,1,1,0,1,2.5,2,12,11,12,12,3.9135208129882812,1260.25,1,12,-1.2855103015899658,0.5,0,0.5,0,12.25,12,6.125,0,0,0,-15,1,0,0.5,0,0,0
1,12,12,11.071809768676758,2.404402256011963,45,1,0,0,1,0,10,3,8,12,12,12,2.3808717727661133,2025,0,12,0.02353048324584961,0,0,0,0,12,12,0,0,0,0,-8,0,0,0,0,0,0
,12,12,10.814326286315918,2.3808717727661133,45,1,0,0,1,0,18,3,8,12,12,12,2.404402256011963,2025,0,12,-0.02353048324584961,0,0,0,0,12,12,0,0,0,0,8,0,0,0,0,0,0
1,18,18,39.61819839477539,3.679288625717163,34,1,1,0,0,0,5,6,16,12,18,18,3.02522873878479,1156,0,18,0.654059886932373,0,0,0,0,18,18,0,0,0,0,0.5,0,1,0,0,0,0
,18,18,20.598716735839844,3.02522873878479,34,1,1,0,0,0,4.5,5,16,12,18,18,3.679288625717163,1156,0,18,-0.654059886932373,0,0,0,0,18,18,0,0,0,0,-0.5,0,1,0,0,0,0
,16,16,16.478973388671875,2.8020851612091064,32,1,0,0,1,1,10,3,,12,15,15,3.129103660583496,1024,0,15.5,-0.32701849937438965,1,-1,0,0,16,15,0,0,0,1,3,1,0,0,0,0,0
1,15,15,22.853485107421875,3.129103660583496,32,0,0,0,1,0,7,1,12,12,16,16,2.8020851612091064,1024,0,15.5,0.32701849937438965,-1,1,0,0,15,16,0,0,0,-1,-3,1,0,0,0,0,0
,12,12,17.508909225463867,2.8627097606658936,48,1,0,0,1,1,24,3,8,12,12,12,2.459594964981079,2304,0,12,0.40311479568481445,0,0,0,0,12,12,0,0,0,0,-5,0,0,0,0,0,0
1,12,12,11.70007038116455,2.459594964981079,48,1,0,0,1,1,29,3,8,12,12,12,2.8627097606658936,2304,0,12,-0.40311479568481445,0,0,0,0,12,12,0,0,0,0,5,0,0,0,0,0,0
1,12,12,17.508909225463867,2.8627097606658936,45,0,1,0,1,1,23,11,,,12,12,2.6685538291931152,2025,0,12,0.19415593147277832,0,0,0,0,12,12,0,0,0,0,4,,,,,,
,12,12,14.41910171508789,2.6685538291931152,45,0,1,0,1,1,19,10,,,12,12,2.8627097606658936,2025,0,12,-0.19415593147277832,0,0,0,0,12,12,0,0,0,0,-4,,,,,,
1,14,14,16.38408660888672,2.749779462814331,55.5,1,0,0,0,1,12.050000190734863,1,12,12,14,14,3.103621482849121,3080.25,1,14,-0.35384202003479004,0,0,0,0,14,14,0,0,0,0,-12.949999809265137,1,0,0,0,0,0
,14,14,22.320453643798828,3.103621482849121,55.5,1,0,0,0,1,25,1,12.5,9,14,14,2.749779462814331,3080.25,1,14,0.35384202003479004,0,0,0,0,14,14,0,0,0,0,12.949999809265137,1,0,0,0,0,0
1,13,13,6.179615020751953,1.8212559223175049,25,1,1,0,0,0,0.25,3,10,12,14,14,2.3320815563201904,625,0,13.5,-0.5108256340026855,-1,1,0,0,13,14,0,0,0,-1,-5.75,1,0,0,0,0,0
,14,14,10.299358367919922,2.3320815563201904,25,1,0,0,0,1,6,3,12,12,13,13,1.8212559223175049,625,0,13.5,0.5108256340026855,1,-1,0,0,14,13,0,0,0,1,5.75,1,0,0,0,0,0
,14,12,8.651460647583008,2.1577281951904297,39,1,1,0,1,1,7,3,12,12,13,12,2.056328058242798,1521,0,12,0.10140013694763184,2,1,2,1,13,12.5,26,12.5,0,0,6,1,0,2,1,0,0
1,12,13,7.81721305847168,2.056328058242798,39,1,1,0,1,1,1,3,12,12,12,14,2.1577281951904297,1521,0,13.5,-0.10140013694763184,-2,-1,-1,-2,12.5,13,-12.5,-26,0,0,-6,1,0,-1,-2,0,0
1,12,10,4.634711265563965,1.533573865890503,52,1,1,0,0,1,2,5,12,12,12,12,2.389240026473999,2704,0,11,-0.8556661605834961,0,2,2,0,11,12,22,0,0,0,-3,0,0,0,0,0,0
,12,12,10.905202865600586,2.389240026473999,52,1,1,0,0,1,5,5,8,10,10,12,1.533573865890503,2704,0,12,0.8556661605834961,0,-2,0,-2,12,11,0,-22,0,0,3,0,0,0,0,0,0
1,16,16,12.359230041503906,2.5144031047821045,59,1,1,0,0,1,13,3,8,12,16,16,2.737546682357788,3481,0,16,-0.2231435775756836,0,0,0,0,16,16,0,0,0,0,4,0,0,0,0,0,0
,16,16,15.449037551879883,2.737546682357788,59,1,1,0,0,1,9,3,8,12,16,16,2.5144031047821045,3481,0,16,0.2231435775756836,0,0,0,0,16,16,0,0,0,0,-4,0,0,0,0,0,0
,17,14,21.628652572631836,3.074018955230713,36,1,1,0,0,1,0.5,1,13,12,18,14,3.02522873878479,1296,0,14,0.04879021644592285,3,4,3,4,15.5,16,46.5,64,0,0,-5.5,1,0,3,4,0,0
1,14,18,20.598716735839844,3.02522873878479,36,1,1,0,0,1,6,1,13,12,14,17,3.074018955230713,1296,0,17.5,-0.04879021644592285,-3,-4,-4,-3,16,15.5,-64,-46.5,0,0,5.5,1,0,-4,-3,0,0
,15,15,4.42872428894043,1.4881116151809692,25,1,1,0,0,0,1,4,16,16,15,15,1.4881116151809692,625,0,15,0,0,0,0,0,15,15,0,0,0,0,0,0,1,0,0,0,0
1,15,15,4.42872428894043,1.4881116151809692,25,1,1,0,0,0,1,4,16,16,15,15,1.4881116151809692,625,0,15,0,0,0,0,0,15,15,0,0,0,0,0,0,1,0,0,0,0
,14,14,9.26942253112793,2.2267210483551025,29,1,0,0,0,0,6,2,14,16,14,14,2.5144031047821045,841,0,14,-0.28768205642700195,0,0,0,0,14,14,0,0,0,0,-2,0,1,0,0,0,0
1,14,14,12.359230041503906,2.5144031047821045,29,1,0,0,0,0,8,2,14,16,14,14,2.2267210483551025,841,0,14,0.28768205642700195,0,0,0,0,14,14,0,0,0,0,2,0,1,0,0,0,0
1,16,15,15.209550857543945,2.720571279525757,26.5,1,0,0,1,1,4.25,3,13,17,16,14,2.6167516708374023,702.25,1,14.5,0.10381960868835449,2,1,1,2,15.5,15,15.5,30,1,1,1.200000286102295,0,1,0,0,1,2
,14,16,13.69458293914795,2.6167516708374023,26.5,1,0,0,0,0,3.049999713897705,3,13,16,15,16,2.720571279525757,702.25,1,16,-0.10381960868835449,-2,-1,-2,-1,15,15.5,-30,-15.5,-1,-1,-1.200000286102295,0,1,0,0,-2,-1
,16,12,8.119743347167969,2.0941896438598633,34.5,1,0,0,0,0,8,2,10,10,16,12,2.123121500015259,1190.25,1,12,-0.028931856155395508,4,4,4,4,14,14,56,56,0,0,0,0,0,0,0,0,0
1,12,16,8.380969047546387,2.123121500015259,34.5,1,0,0,0,0,8,2,10,10.5,12,16,2.0941896438598633,1190.25,1,16,0.028931856155395508,-4,-4,-4,-4,14,14,-56,-56,0,0,0,0,0,0,0,0,0
,12,12,8.496970176696777,2.139709711074829,22,1,1,0,0,1,2,3,,12,12,12,1.9595675468444824,484,0,12,0.18014216423034668,0,0,0,0,12,12,0,0,0,1,-2.5,1,0,0,0,0,0
